station,run
11,1683
11,1684
11,1686
11,1688
11,1689
11,1690
11,1691
11,1692
11,1693
11,1694
11,1695
11,1696
11,1697
11,1698
11,1701
11,1702
11,1703
11,1704
11,1707
11,1708
11,1709
11,1710
11,1711
11,1712
11,1713
11,1714
11,1717
11,1718
11,1719
11,1720
11,1721
11,1722
11,1723
11,1724
11,1725
11,1726
11,1727
11,1728
11,1729
11,1730
11,1734
11,1735
11,1736
11,1737
11,1738
11,1739
11,1740
11,1741
11,1742
11,1743
11,1744
11,1745
11,1746
11,1747
11,1748
11,1749
11,1750
11,1751
11,1752
11,1753
11,1754
11,1755
11,1756
11,1757
11,1758
11,1759
11,1760
11,1761
11,1762
11,1764
11,1765
11,1766
11,1767
11,1768
11,1769
11,1770
11,1771
11,1772
11,1773
11,1775
11,1776
11,1777
11,1778
11,1779
11,1780
11,1781
11,1782
11,1783
11,1784
11,1785
11,1786
11,1787
11,1788
11,1789
11,1790
11,1791
11,1792
11,1793
11,1794
11,1795
11,1796
11,1809
11,1810
11,1812
11,1813
11,1814
11,1815
11,1816
11,1817
11,1818
11,1819
11,1821
11,1822
11,1825
11,1826
11,1827
11,1828
11,1829
11,1830
11,1833
11,1834
11,1836
11,1837
11,1838
11,1839
11,1840
11,1841
11,1842
11,1843
11,1844
11,1845
11,1846
11,1848
11,1849
11,1850
11,1851
11,1852
11,1853
11,1854
11,1855
11,1857
11,1860
11,1861
11,1862
11,1863
11,1864
11,1865
11,1866
11,1867
11,1868
11,1869
11,1870
11,1872
11,1873
11,1874
11,1875
11,1876
11,1877
11,1878
11,1879
11,1880
11,1891
11,1892
11,1894
11,1895
11,1896
11,1897
11,1898
11,1899
11,1900
11,1901
11,1903
11,1904
11,1905
11,1908
11,1909
11,1910
11,1911
11,1912
11,1913
11,1914
11,1915
11,1917
11,1918
11,1919
11,1920
11,1921
11,1922
11,1923
11,1924
11,1926
11,1927
12,13
12,93
12,142
12,199
12,259
12,260
12,262
12,264
12,266
12,275
12,276
12,298
12,305
12,306
12,344
12,345
12,346
12,347
12,349
12,350
12,351
12,353
12,354
12,355
12,356
12,357
12,358
12,359
12,360
12,361
12,362
12,367
12,368
12,369
12,370
12,371
12,372
12,373
12,374
12,387
12,388
12,389
12,390
12,391
12,392
12,393
12,396
12,397
12,398
12,400
12,401
12,402
12,403
12,404
12,405
12,406
12,407
12,408
12,409
12,410
12,411
12,412
12,413
12,414
12,415
12,416
12,421
12,422
12,423
12,424
12,428
12,429
12,430
12,431
12,432
12,433
12,434
12,435
12,436
12,437
12,438
12,442
12,443
12,444
12,445
12,446
12,447
12,448
12,449
12,450
12,451
12,454
12,455
12,456
12,457
12,458
12,459
12,460
12,461
12,464
12,465
12,466
12,467
12,468
12,469
12,470
12,471
12,472
12,473
12,476
12,477
12,478
12,479
12,480
12,481
12,482
12,483
12,484
12,485
12,486
12,490
12,491
12,492
12,493
12,494
12,495
12,497
12,498
12,500
12,501
12,502
12,503
12,505
12,506
12,507
12,509
12,510
12,511
12,512
12,515
12,516
12,517
12,518
12,519
12,522
12,523
12,527
12,528
12,529
12,530
12,531
12,532
12,533
12,534
12,535
12,536
12,539
12,540
12,541
12,542
12,543
12,544
12,545
12,546
12,547
12,551
12,552
12,553
12,554
12,555
12,556
12,557
12,558
12,562
12,563
12,564
12,565
12,566
12,567
12,568
12,569
12,570
12,571
12,573
12,574
12,575
12,576
12,577
12,578
12,579
12,580
12,582
12,583
12,585
12,586
12,587
12,588
12,589
12,590
12,591
12,594
12,595
12,596
12,598
12,599
12,600
12,601
12,602
12,603
12,604
12,606
12,609
12,613
12,614
12,615
12,616
12,617
12,619
12,622
12,623
12,624
12,625
12,626
12,627
12,628
12,629
12,630
12,631
12,634
12,635
12,636
12,637
12,638
12,639
12,640
12,641
12,642
12,643
12,646
12,647
12,648
12,649
12,650
12,654
12,655
12,658
12,659
12,660
12,661
12,662
12,663
12,666
12,667
12,668
12,669
12,672
12,673
12,674
12,675
12,676
12,677
12,678
12,679
12,680
12,681
12,682
12,683
12,684
12,685
12,686
12,687
12,688
12,689
12,690
12,691
12,692
12,694
12,695
12,699
12,700
12,701
12,702
12,703
12,704
12,705
12,706
12,707
12,708
12,709
12,710
12,711
12,712
12,713
12,714
12,715
12,716
12,717
12,718
12,719
12,720
12,721
12,722
12,723
12,727
12,728
12,742
12,743
12,745
12,746
12,747
12,748
12,749
12,750
12,751
12,752
12,753
12,754
12,755
12,756
12,757
12,763
12,764
12,765
12,766
12,767
12,768
12,769
12,782
12,783
12,784
12,785
12,786
12,787
12,788
12,789
12,790
12,794
12,795
12,796
12,797
12,798
12,799
12,800
12,802
12,803
12,804
12,805
12,806
12,807
12,808
12,809
12,810
12,811
12,812
12,822
12,823
12,824
12,825
12,826
12,827
12,828
12,829
12,830
12,831
12,832
12,833
12,837
12,838
12,839
12,840
12,841
12,843
12,844
12,845
12,846
12,847
12,848
12,849
12,863
12,864
12,865
12,873
12,874
12,875
12,876
12,877
12,878
12,879
12,880
12,881
12,883
12,885
12,887
12,888
12,889
12,890
12,891
12,892
12,893
12,895
12,896
12,897
12,898
12,899
12,900
12,901
12,902
12,903
12,904
12,905
12,906
12,907
12,908
12,911
12,913
12,914
12,915
12,916
12,917
12,918
12,919
12,922
12,923
12,924
12,925
12,926
12,927
12,928
12,929
12,930
12,931
12,932
12,934
12,935
12,936
12,937
12,938
12,939
12,940
12,941
12,942
12,943
12,946
12,947
12,948
12,949
12,950
12,951
12,952
12,955
12,956
12,960
12,961
12,962
12,963
12,964
12,965
12,966
12,967
12,968
12,970
12,971
12,972
12,973
12,974
12,975
12,976
12,977
12,979
12,980
13,5
13,8
13,9
13,13
13,17
13,26
13,48
13,53
13,54
13,55
13,56
13,65
13,74
13,77
13,85
13,88
13,94
13,97
13,113
13,123
13,135
13,150
13,152
13,180
13,181
13,182
13,183
13,184
13,185
13,186
13,187
13,189
13,190
13,194
13,195
13,196
13,197
13,198
13,199
13,200
13,201
13,217
13,218
13,226
13,230
13,234
13,240
13,241
13,242
13,243
13,244
13,245
13,246
13,247
13,248
13,249
13,250
13,252
13,253
13,254
13,255
13,256
13,257
13,258
13,259
13,260
13,261
13,262
13,263
13,264
13,265
13,266
13,267
13,268
13,269
13,270
13,271
13,272
13,273
13,276
13,277
13,278
13,279
13,280
13,281
13,282
13,284
13,285
13,286
13,287
13,289
13,290
13,291
13,292
13,293
13,294
13,295
13,296
13,297
13,298
13,299
13,300
13,301
13,302
13,303
13,304
13,305
13,306
13,308
13,309
13,310
13,311
13,312
13,313
13,314
13,315
13,316
13,317
13,318
13,319
13,320
13,325
13,326
13,327
13,328
13,329
13,330
13,332
13,335
13,336
13,337
13,338
13,340
13,341
13,342
13,343
13,363
13,364
13,365
13,382
13,383
13,384
13,390
13,404
13,405
13,406
13,407
13,408
13,414
13,419
13,420
13,434
13,435
13,436
13,437
13,438
13,439
13,440
13,441
13,442
13,443
13,445
13,446
13,447
13,450
13,451
13,452
13,454
13,455
13,456
13,457
13,458
13,462
13,463
13,464
13,465
13,466
13,467
13,468
13,469
13,470
13,471
13,472
13,473
13,477
13,478
13,479
13,480
13,481
13,482
13,483
13,484
13,485
13,486
13,489
13,490
13,491
13,492
13,493
13,494
13,495
13,496
13,499
13,500
13,501
13,502
13,503
13,504
13,505
13,506
13,507
13,508
13,511
13,512
13,513
13,514
13,515
13,516
13,517
13,518
13,519
13,520
13,521
13,525
13,526
13,527
13,528
13,529
13,530
13,532
13,533
13,535
13,536
13,537
13,538
13,539
13,540
13,541
13,543
13,544
13,545
13,546
13,549
13,550
13,551
13,552
13,556
13,557
13,561
13,562
13,563
13,564
13,565
13,566
13,567
13,568
13,571
13,574
13,575
13,576
13,577
13,578
13,579
13,580
13,581
13,582
13,586
13,587
13,588
13,589
13,590
13,591
13,592
13,593
13,597
13,598
13,599
13,600
13,601
13,602
13,603
13,604
13,605
13,606
13,608
13,609
13,610
13,611
13,612
13,613
13,614
13,615
13,617
13,618
13,620
13,621
13,622
13,623
13,624
13,625
13,626
13,627
13,628
13,629
13,630
13,632
13,633
13,634
13,635
13,636
13,637
13,638
13,639
13,640
13,642
13,645
13,649
13,650
13,651
13,652
13,653
13,655
13,656
13,658
13,659
13,660
13,661
13,662
13,663
13,664
13,665
13,666
13,667
13,668
13,670
13,671
13,672
13,673
13,674
13,675
13,676
13,677
13,679
13,682
13,683
13,684
13,685
13,686
13,687
13,688
13,689
13,690
13,691
13,692
13,694
13,696
13,697
13,698
13,699
13,700
13,701
13,702
13,703
13,704
13,706
13,707
13,708
13,709
13,710
13,711
13,712
13,713
13,714
13,715
13,716
13,717
13,718
13,719
13,720
13,721
13,722
13,723
13,724
13,725
13,726
13,727
13,728
13,729
13,730
13,731
13,732
13,733
13,734
13,735
13,736
13,737
13,738
13,739
13,740
13,741
13,742
13,743
13,744
13,745
13,746
13,747
13,748
13,749
13,750
13,751
13,752
13,753
13,754
13,755
13,756
13,757
13,758
13,759
13,760
13,761
13,762
13,763
13,764
13,766
13,767
13,768
13,769
13,770
13,771
13,772
13,775
13,776
13,778
13,779
13,780
13,781
13,782
13,783
13,784
13,785
13,786
13,787
13,788
13,789
13,790
13,791
13,794
13,795
13,796
13,797
13,798
13,799
13,800
13,801
13,804
13,806
13,807
13,808
13,809
13,810
13,811
13,813
13,814
13,815
13,816
13,817
13,818
13,819
13,820
13,821
13,822
13,823
13,824
13,825
13,829
13,830
13,831
13,832
13,833
13,834
13,835
13,836
13,837
13,839
13,840
13,841
13,842
13,843
13,844
13,845
13,846
13,847
13,848
13,853
13,854
13,855
13,856
13,857
13,858
13,860
13,861
13,864
13,865
13,866
13,867
13,868
13,869
13,870
13,871
13,872
13,873
13,876
13,877
13,878
13,879
13,880
13,881
13,884
13,885
13,888
13,889
13,890
13,891
13,892
13,893
13,896
13,897
13,898
13,899
13,900
13,901
13,902
13,903
13,904
13,905
13,906
13,907
13,908
13,909
13,910
13,911
13,912
13,913
13,914
13,915
13,916
13,917
13,918
13,919
13,920
13,921
13,922
13,923
13,924
13,925
13,926
13,927
13,928
13,929
13,930
13,931
13,932
13,935
13,936
13,937
13,938
13,939
13,940
13,941
13,942
13,943
13,944
13,945
13,947
13,948
13,949
13,950
13,951
13,952
13,953
13,954
13,955
13,956
13,957
13,961
13,962
13,963
13,964
13,965
13,966
13,967
13,968
13,969
13,973
13,974
13,975
13,984
13,992
13,993
13,994
13,996
13,997
13,998
13,999
13,1000
13,1001
13,1002
13,1003
13,1006
13,1007
13,1008
13,1009
13,1011
13,1012
13,1013
13,1014
13,1015
13,1016
13,1017
13,1018
13,1019
13,1022
13,1023
13,1024
13,1025
13,1026
13,1027
13,1028
13,1029
13,1030
13,1031
13,1032
13,1033
13,1034
13,1035
13,1036
13,1037
13,1038
13,1039
13,1040
13,1041
13,1047
13,1048
13,1049
13,1050
13,1051
13,1052
13,1053
13,1054
13,1055
13,1056
13,1057
13,1067
13,1068
13,1069
13,1083
21,1015
21,1037
21,1049
21,1079
21,1094
21,1096
21,1108
21,1116
21,1117
21,1136
21,1143
21,1176
21,1182
21,1204
21,1205
21,1206
21,1207
21,1208
21,1211
21,1213
21,1214
21,1215
21,1219
21,1220
21,1222
21,1223
21,1224
21,1225
21,1229
21,1230
21,1231
21,1232
21,1233
21,1237
21,1238
21,1241
21,1242
21,1243
21,1244
21,1245
21,1246
21,1247
21,1248
21,1249
21,1250
21,1251
21,1252
21,1253
21,1254
21,1255
21,1256
21,1257
21,1258
21,1261
21,1265
21,1266
21,1267
21,1268
21,1269
21,1272
21,1282
21,1283
21,1284
21,1289
21,1290
21,1291
21,1292
21,1293
21,1294
21,1295
21,1296
21,1298
21,1299
21,1302
21,1312
21,1313
21,1314
21,1315
21,1316
21,1317
21,1319
21,1322
21,1323
21,1324
21,1325
21,1326
21,1327
21,1328
21,1329
21,1330
21,1331
21,1332
21,1333
21,1334
21,1339
21,1343
21,1344
21,1346
21,1347
21,1352
21,1353
21,1354
21,1355
21,1356
21,1357
21,1359
21,1364
21,1365
21,1366
21,1367
21,1368
21,1369
21,1370
21,1371
21,1374
21,1375
21,1376
21,1377
21,1378
21,1379
21,1380
21,1381
21,1383
21,1384
21,1388
21,1389
21,1390
21,1391
21,1392
21,1393
21,1394
21,1402
21,1403
21,1404
21,1405
21,1406
21,1407
21,1408
21,1409
21,1410
21,1412
21,1413
21,1414
21,1417
21,1418
21,1419
21,1420
21,1421
21,1426
21,1427
21,1428
21,1429
21,1430
21,1431
21,1432
21,1433
21,1435
21,1436
21,1437
21,1438
21,1441
21,1442
21,1443
21,1444
21,1445
21,1446
21,1447
21,1448
21,1450
21,1451
21,1452
21,1453
21,1454
21,1455
21,1456
21,1457
21,1458
21,1459
21,1460
21,1461
21,1462
21,1463
21,1464
21,1465
21,1466
21,1467
21,1468
21,1469
21,1470
21,1471
21,1474
21,1475
21,1476
21,1477
21,1478
21,1479
21,1480
21,1482
21,1483
21,1484
21,1485
21,1487
21,1488
21,1489
21,1490
21,1491
21,1492
21,1494
21,1495
21,1496
21,1497
21,1498
21,1499
21,1500
21,1501
21,1502
21,1503
21,1504
21,1505
21,1506
21,1507
21,1508
21,1509
21,1510
21,1511
21,1512
21,1513
21,1514
21,1515
21,1516
21,1517
21,1518
21,1523
21,1524
21,1525
21,1526
21,1527
21,1528
21,1530
21,1533
21,1534
21,1535
21,1536
21,1537
21,1538
21,1539
21,1543
21,1544
21,1545
21,1546
21,1547
21,1548
21,1549
21,1550
21,1551
21,1553
21,1554
21,1555
21,1556
21,1558
21,1559
21,1560
21,1561
21,1562
21,1563
21,1564
21,1565
21,1568
21,1569
21,1573
21,1574
21,1575
21,1576
21,1577
21,1578
21,1579
21,1580
21,1581
21,1582
21,1583
21,1587
21,1588
21,1589
21,1590
21,1591
21,1592
21,1593
21,1594
21,1595
21,1596
21,1597
21,1600
21,1601
21,1602
21,1603
21,1604
21,1605
21,1606
21,1607
21,1608
21,1610
21,1611
21,1612
21,1613
21,1614
21,1615
21,1616
21,1617
21,1618
21,1619
21,1622
21,1623
21,1624
21,1625
21,1626
21,1627
21,1628
21,1629
21,1630
21,1631
21,1632
21,1633
21,1637
21,1638
21,1639
21,1640
21,1641
21,1642
21,1643
21,1644
21,1646
21,1647
21,1648
21,1649
21,1650
21,1651
21,1652
21,1653
21,1654
21,1655
21,1656
21,1657
21,1661
21,1662
21,1663
21,1664
21,1665
21,1667
21,1669
21,1672
21,1673
21,1674
21,1675
21,1676
21,1677
21,1678
21,1679
21,1680
21,1681
21,1684
21,1685
21,1686
21,1687
21,1688
21,1689
21,1690
21,1691
21,1692
21,1696
21,1697
21,1698
21,1699
21,1700
21,1701
21,1702
21,1703
21,1707
21,1708
21,1709
21,1710
21,1711
21,1712
21,1713
21,1714
21,1715
21,1716
21,1719
21,1720
21,1721
21,1722
21,1723
21,1724
21,1725
21,1727
21,1728
21,1730
21,1731
21,1732
21,1733
21,1734
21,1735
21,1736
21,1737
21,1738
21,1739
21,1740
21,1742
21,1743
21,1744
21,1745
21,1746
21,1747
21,1748
21,1749
21,1753
21,1756
21,1757
21,1758
21,1759
21,1760
21,1761
21,1763
21,1764
21,1766
21,1767
21,1768
21,1769
21,1770
21,1771
21,1772
21,1774
21,1775
21,1776
21,1778
21,1779
21,1780
21,1781
21,1782
21,1783
21,1784
21,1787
21,1790
21,1791
21,1792
21,1793
21,1794
21,1795
21,1796
21,1797
21,1798
21,1799
21,1800
21,1802
21,1804
21,1805
21,1806
21,1807
21,1808
21,1809
21,1810
21,1811
21,1812
21,1814
21,1815
21,1816
21,1817
21,1818
21,1819
21,1820
21,1821
21,1822
21,1823
21,1824
21,1825
21,1826
21,1827
21,1828
21,1829
21,1830
21,1831
21,1832
21,1833
21,1834
21,1835
21,1836
21,1837
21,1838
21,1839
21,1840
21,1841
21,1842
21,1843
21,1844
21,1845
21,1846
21,1847
21,1848
21,1849
21,1850
21,1851
21,1852
21,1853
21,1854
21,1855
21,1856
21,1857
21,1858
21,1859
21,1860
21,1861
21,1862
21,1863
21,1864
21,1865
21,1866
21,1867
21,1868
21,1869
21,1870
21,1871
21,1872
21,1874
21,1875
21,1876
21,1877
21,1878
21,1879
21,1880
21,1883
21,1884
21,1885
21,1886
21,1887
21,1888
21,1889
21,1890
21,1891
21,1892
21,1893
21,1894
21,1895
21,1896
21,1898
21,1899
21,1900
21,1901
21,1902
21,1903
21,1904
21,1905
21,1906
21,1907
21,1908
21,1911
21,1912
21,1913
21,1914
21,1915
21,1916
21,1917
21,1918
21,1920
21,1921
21,1922
21,1923
21,1924
21,1925
21,1926
21,1927
21,1928
21,1929
21,1930
21,1931
21,1932
21,1936
21,1937
21,1938
21,1939
21,1940
21,1941
21,1942
21,1943
21,1946
21,1947
21,1948
21,1949
21,1950
21,1951
21,1952
21,1953
21,1954
21,1955
21,1956
21,1961
21,1962
21,1963
21,1964
21,1965
21,1966
21,1967
21,1968
21,1969
21,1972
21,1973
21,1974
21,1975
21,1976
21,1977
21,1978
21,1979
21,1980
21,1981
21,1983
21,1984
21,1985
21,1986
21,1987
21,1988
21,1991
21,1992
21,1993
21,1995
21,1996
21,1997
21,1998
21,1999
21,2000
21,2003
21,2004
21,2005
21,2006
21,2007
21,2008
21,2009
21,2010
21,2011
21,2012
21,2013
21,2014
21,2015
21,2016
21,2017
21,2018
21,2019
21,2022
21,2023
21,2024
21,2025
21,2026
21,2027
21,2028
21,2029
21,2030
21,2031
21,2032
21,2033
21,2034
21,2035
21,2036
21,2037
21,2038
21,2039
21,2040
21,2041
21,2044
21,2045
21,2046
21,2047
21,2048
21,2049
21,2050
21,2051
21,2052
21,2053
21,2054
21,2055
21,2057
21,2058
21,2059
21,2060
21,2061
21,2062
21,2063
21,2064
21,2065
21,2066
21,2067
21,2070
21,2071
21,2072
21,2073
21,2074
21,2075
21,2076
21,2077
21,2078
21,2079
21,2083
21,2084
21,2086
21,2088
21,2089
21,2090
21,2091
21,2092
21,2093
21,2094
21,2095
21,2096
21,2097
21,2098
21,2099
21,2101
21,2102
21,2103
21,2104
21,2107
21,2108
21,2109
21,2110
21,2111
21,2112
21,2113
21,2114
21,2117
21,2118
21,2119
21,2120
21,2121
21,2122
21,2123
21,2124
21,2125
21,2126
21,2127
21,2128
21,2129
21,2133
21,2134
21,2135
21,2136
21,2137
21,2138
21,2139
21,2140
21,2141
21,2142
21,2143
21,2144
21,2145
21,2146
21,2147
21,2148
21,2149
21,2150
21,2151
21,2153
21,2154
21,2155
21,2156
21,2157
21,2158
21,2159
21,2160
21,2161
21,2162
21,2163
21,2164
21,2165
21,2166
21,2167
21,2168
21,2169
21,2170
21,2171
21,2172
21,2173
21,2174
21,2175
21,2176
21,2177
21,2178
21,2179
21,2180
21,2181
21,2182
21,2183
21,2184
21,2185
21,2186
21,2188
21,2189
21,2190
21,2191
21,2192
21,2193
21,2194
21,2195
21,2196
21,2197
21,2198
21,2199
21,2200
21,2201
21,2202
21,2203
21,2205
21,2206
21,2207
21,2208
21,2209
21,2210
21,2211
21,2212
21,2213
21,2214
21,2215
21,2217
21,2218
21,2221
21,2222
21,2223
21,2224
21,2225
21,2226
21,2228
21,2229
21,2230
21,2232
21,2233
22,1007
22,1008
22,1009
22,1010
22,1011
22,1012
22,1013
22,1014
22,1015
22,1018
22,1019
22,1020
22,1021
22,1022
22,1023
22,1025
22,1027
22,1028
22,1029
22,1030
22,1031
22,1032
22,1033
22,1034
22,1035
22,1037
22,1040
22,1042
22,1043
22,1044
22,1045
22,1046
22,1047
22,1048
22,1049
22,1050
22,1053
22,1054
22,1055
22,1056
22,1057
22,1058
22,1059
22,1060
22,1061
22,1062
22,1064
22,1066
22,1067
22,1068
22,1069
22,1070
22,1071
22,1074
22,1077
22,1078
22,1079
22,1080
22,1081
22,1082
22,1095
22,1114
22,1120
22,1131
22,1133
22,1136
22,1137
22,1138
22,1139
22,1140
22,1141
22,1142
22,1145
22,1146
22,1151
22,1152
22,1153
22,1154
22,1155
22,1156
22,1157
22,1161
22,1162
22,1163
22,1164
22,1165
22,1169
22,1170
22,1173
22,1174
22,1175
22,1178
22,1179
22,1180
22,1181
22,1182
22,1183
22,1184
22,1185
22,1186
22,1187
22,1188
22,1189
22,1190
22,1191
22,1194
22,1197
22,1198
22,1199
22,1200
22,1201
22,1202
22,1204
22,1206
22,1207
22,1208
22,1209
22,1210
22,1211
22,1212
22,1213
22,1214
22,1215
22,1216
22,1221
22,1222
22,1223
22,1224
22,1225
22,1226
22,1227
22,1228
22,1230
22,1231
22,1234
22,1245
22,1246
22,1247
22,1248
22,1249
22,1250
22,1251
22,1254
22,1255
22,1256
22,1257
22,1258
22,1259
22,1260
22,1261
22,1262
22,1263
22,1264
22,1265
22,1266
22,1271
22,1272
22,1273
22,1274
22,1275
22,1276
22,1277
22,1278
22,1283
22,1284
22,1285
22,1286
22,1287
22,1288
22,1289
22,1290
22,1291
22,1295
22,1296
22,1297
22,1298
22,1299
22,1300
22,1301
22,1302
22,1304
22,1305
22,1306
22,1307
22,1308
22,1309
22,1310
22,1311
22,1314
22,1315
22,1319
22,1320
22,1321
22,1322
22,1323
22,1324
22,1325
22,1331
22,1332
22,1333
22,1334
22,1335
22,1336
22,1337
22,1338
22,1339
22,1340
22,1341
22,1342
22,1344
22,1345
22,1350
22,1351
22,1352
22,1353
22,1354
22,1355
22,1356
22,1359
22,1360
22,1361
22,1362
22,1363
22,1364
22,1365
22,1366
22,1367
22,1368
22,1369
22,1371
22,1372
22,1373
22,1374
22,1375
22,1376
22,1377
22,1378
22,1379
22,1380
22,1381
22,1382
22,1383
22,1384
22,1385
22,1386
22,1387
22,1388
22,1389
22,1390
22,1391
22,1392
22,1393
22,1396
22,1397
22,1398
22,1399
22,1400
22,1401
22,1402
22,1404
22,1405
22,1406
22,1407
22,1409
22,1410
22,1411
22,1412
22,1413
22,1414
22,1415
22,1416
22,1417
22,1418
22,1419
22,1420
22,1421
22,1422
22,1423
22,1424
22,1425
22,1426
22,1427
22,1428
22,1429
22,1430
22,1431
22,1432
22,1433
22,1434
22,1435
22,1436
22,1437
22,1438
22,1439
22,1440
22,1445
22,1446
22,1447
22,1448
22,1449
22,1450
22,1452
22,1455
22,1456
22,1457
22,1458
22,1459
22,1460
22,1461
22,1465
22,1466
22,1467
22,1468
22,1469
22,1470
22,1471
22,1472
22,1473
22,1475
22,1476
22,1477
22,1478
22,1480
22,1481
22,1484
22,1485
22,1486
22,1487
22,1488
22,1489
22,1490
22,1494
22,1495
22,1496
22,1497
22,1498
22,1499
22,1500
22,1501
22,1502
